file,source,group,len_src_chars,len_es_chars,pos_prop_ADJ,pos_prop_ADP,pos_prop_ADV,pos_prop_AUX,pos_prop_CCONJ,pos_prop_DET,pos_prop_INTJ,pos_prop_NOUN,pos_prop_NUM,pos_prop_PART,pos_prop_PRON,pos_prop_PROPN,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_SYM,pos_prop_VERB,pos_prop_X,entropy,perplexity,per_word_perplexity,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,first_order_coherence,second_order_coherence
/home/ubuntu/Analisis_Datos/data/healthlit_data_sources/Cochrane/train/pls/10.1002-14651858.CD011029.pub2-pls.txt_accumulated_section17.txt,Cochrane,PLS,2338,1368,0.10121457489878542,0.18218623481781376,0.03643724696356275,0.020242914979757085,0.024291497975708502,0.13765182186234817,0.0,0.26720647773279355,0.032388663967611336,0.0,0.03643724696356275,0.008097165991902834,0.08502024291497975,0.012145748987854251,0.0,0.05668016194331984,0.0,8.963968002218088,7816.311149393745,31.644984410500992,12.330276548672572,18.55758849557522,19.287186520377343,22.627433628318585,16.078274336283187,12.344070796460176,56.56858407079646,8.0,4.964601769911504,4.0,3.1013248768639627,28.25,28.5,10.80219885023415,1.9601769911504425,2.0,1.1799234880705958,226.0,119.0,0.5265486725663717,1143.0,8.0,121.0,0.902834008097166,4.627530364372469,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04678362573099415,0.0,0.0,0.0,0.0,0.0,0.029239766081871343,0.03508771929824561,0.0,3.2749742405177376,0.6036782714005674,0.4043721467419563,0.06317470207505067,0.5517704231398446,0.48828352491060895
/home/ubuntu/Analisis_Datos/data/healthlit_data_sources/Cochrane/train/pls/10.1002-14651858.CD006418.pub3-pls.txt,Cochrane,PLS,2235,1332,0.11914893617021277,0.16170212765957448,0.01702127659574468,0.02553191489361702,0.029787234042553193,0.2,0.0,0.23829787234042554,0.00851063829787234,0.0,0.03404255319148936,0.0425531914893617,0.07234042553191489,0.0,0.0,0.05106382978723404,0.0,8.740629797881617,6251.83186310016,26.603539842979405,14.103062421449522,16.19303728529535,16.581925556534415,19.1351487222455,12.2875073313783,12.478894009216589,49.22036028487641,5.818181818181818,5.064516129032258,4.0,3.2845797900500595,19.727272727272727,18.0,9.611460101839688,2.0414746543778803,2.0,1.2891370458916764,217.0,77.0,0.3548387096774194,1117.0,11.0,111.0,0.9191489361702128,4.753191489361702,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4159159159159159,0.3963963963963964,0.31156156156156156,0.28153153153153154,0.28153153153153154,0.28153153153153154,0.04504504504504504,0.06831831831831832,0.07207207207207207,2.6614159560613264,0.556338352443049,0.42606652580618243,0.09343732074622255,0.5440444812178612,0.49701240327623153
/home/ubuntu/Analisis_Datos/data/healthlit_data_sources/Cochrane/test/pls/10.1002-14651858.CD003526.pub3-pls.txt_accumulated_section10.txt,Cochrane,PLS,2554,2320,0.04500978473581213,0.49902152641878667,0.003913894324853229,0.0019569471624266144,0.0136986301369863,0.22113502935420742,0.0,0.14285714285714285,0.005870841487279843,0.0,0.009784735812133072,0.003913894324853229,0.03131115459882583,0.0019569471624266144,0.0,0.019569471624266144,0.0,48.67590859291184,1.3793627815614216e+21,2.699340081333506e+18,-21.374530364372433,40.78531983805668,26.683356303267143,46.40259109311741,45.25589068825911,5.480242914979755,115.39919028340081,16.4,3.6700404858299596,2.0,2.986208718171313,98.8,35.0,132.31991535668394,1.5121457489878543,1.0,1.0773967026451274,494.0,103.0,0.20850202429149797,1830.0,5.0,387.0,0.9608610567514677,3.5812133072407044,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4853448275862069,0.47586206896551725,0.47586206896551725,0.47370689655172415,0.47370689655172415,0.47370689655172415,0.3081896551724138,0.46551724137931033,0.6021551724137931,7.942551255709151,8.593469340084667,0.4290973557420926,0.08700981782849766,0.5886709839105606,0.39995850156992674
/home/ubuntu/Analisis_Datos/data/healthlit_data_sources/Trial Summaries/not_taken_texts/med/1808-MT_MED_9011_page4.txt,Trial Summaries,PLS,2070,1375,0.0735930735930736,0.1341991341991342,0.017316017316017316,0.017316017316017316,0.047619047619047616,0.1774891774891775,0.0,0.2597402597402597,0.017316017316017316,0.0,0.012987012987012988,0.03463203463203463,0.07792207792207792,0.021645021645021644,0.0,0.10822510822510822,0.0,8.850735330001466,6979.519333581355,30.214369409443094,-5.52589285714285,20.551309523809525,20.852429223088986,25.166666666666668,17.30842857142857,15.048380952380953,64.82142857142858,10.125,5.438095238095238,5.0,3.371939697601818,26.25,22.0,15.935416530483288,2.1952380952380954,2.0,1.300174417045355,210.0,89.0,0.4238095238095238,1163.0,8.0,102.0,0.8961038961038961,5.034632034632034,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27636363636363637,0.27636363636363637,0.19490909090909092,0.19490909090909092,0.19490909090909092,0.09163636363636364,0.11127272727272727,0.03781818181818182,0.05672727272727273,2.802589553437567,0.5044205765269003,0.44967962447347753,0.07544586208150131,0.5634535934243884,0.5647704054911932
/home/ubuntu/Analisis_Datos/data/healthlit_data_sources/Cochrane/train/pls/10.1002-14651858.CD011390.pub2-pls.txt_accumulated_section6.txt,Cochrane,PLS,1777,1058,0.08247422680412371,0.17010309278350516,0.005154639175257732,0.015463917525773196,0.005154639175257732,0.14432989690721648,0.0,0.2422680412371134,0.0,0.0,0.08247422680412371,0.02577319587628866,0.13917525773195877,0.015463917525773196,0.0,0.07216494845360824,0.0,7.257077131492567,1418.1055377271427,7.309822359418262,-1.2541566866267146,20.348832335329345,21.344311912025617,25.74411177644711,16.882774451097802,13.592814371257482,64.36027944111777,10.166666666666666,5.179640718562874,5.0,3.3965558272584473,27.833333333333332,26.0,8.89600409672168,2.125748502994012,2.0,1.272367027597352,167.0,71.0,0.4251497005988024,892.0,6.0,94.0,0.8608247422680413,4.597938144329897,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2844990548204159,0.19754253308128544,0.19754253308128544,0.1323251417769376,0.1323251417769376,0.1323251417769376,0.06049149338374291,0.0831758034026465,0.07088846880907372,3.1189781266774026,0.4705904152406166,0.4384598057605304,0.03469995448571975,0.6309075891971588,0.5802596360445023
/home/ubuntu/Analisis_Datos/data/healthlit_data_sources/Cochrane/train/pls/10.1002-14651858.CD008405.pub2-pls.txt_accumulated_section6.txt,Cochrane,PLS,2242,1438,0.10569105691056911,0.15447154471544716,0.044715447154471545,0.024390243902439025,0.028455284552845527,0.17479674796747968,0.0,0.24796747967479674,0.008130081300813009,0.0,0.028455284552845527,0.0,0.08130081300813008,0.016260162601626018,0.0,0.08536585365853659,0.0,10.036354094076014,22841.95131153996,92.8534606160161,8.778195673549646,18.273244837758117,19.6203779977781,23.318780727630287,16.155245821042286,14.268495575221241,62.279252704031464,9.333333333333334,5.314159292035399,5.0,3.2346948607067536,25.11111111111111,28.0,9.768935395703673,2.0398230088495577,2.0,1.2022132850844,226.0,98.0,0.4336283185840708,1221.0,9.0,119.0,0.9186991869918699,4.963414634146342,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43463143254520165,0.40681502086230875,0.34214186369958277,0.34214186369958277,0.34214186369958277,0.34214186369958277,0.03129346314325452,0.06884561891515995,0.08344923504867872,3.0144262418772225,0.5963820349900129,0.36510718765620725,0.07075465478738759,0.5498984064906836,0.653874648468835
/home/ubuntu/Analisis_Datos/data/healthlit_data_sources/Cochrane/train/pls/10.1002-14651858.CD012032.pub2-pls.txt_accumulated_section7.txt,Cochrane,PLS,2414,1325,0.09009009009009009,0.17567567567567569,0.02252252252252252,0.02702702702702703,0.03153153153153153,0.14864864864864866,0.0,0.28378378378378377,0.0,0.0,0.04054054054054054,0.02252252252252252,0.05855855855855856,0.018018018018018018,0.0,0.08108108108108109,0.0,8.153119356166345,3474.199445860008,15.64954705342346,-2.1734649122806786,22.21605263157895,22.501965172709998,27.139074960127598,20.956427432216906,14.522679425837314,74.06778309409889,13.666666666666666,5.301435406698564,5.0,3.1968956004657807,34.833333333333336,33.0,13.764890926637312,2.0526315789473686,2.0,1.166561734557529,209.0,114.0,0.5454545454545454,1121.0,6.0,109.0,0.9414414414414415,5.04954954954955,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03169811320754717,0.0,0.0,0.0,0.0,0.0,0.04150943396226415,0.07169811320754717,0.0,3.1201046151286373,0.6281209803621922,0.4353300251903344,0.03678833385113799,0.44907697923481465,0.5994815193116665
/home/ubuntu/Analisis_Datos/data/healthlit_data_sources/Cochrane/test/pls/10.1002-14651858.CD010568.pub2-pls.txt_accumulated_section5.txt,Cochrane,PLS,3075,2429,0.14987714987714987,0.1597051597051597,0.0343980343980344,0.03194103194103194,0.03194103194103194,0.11793611793611794,0.0,0.23587223587223588,0.02457002457002457,0.0,0.029484029484029485,0.002457002457002457,0.08845208845208845,0.014742014742014743,0.019656019656019656,0.05896805896805897,0.0,14.01249922985223,1217730.2460431077,2991.966206494122,-3.4005053908355762,20.31696765498653,20.60407510727841,24.723989218328843,17.502830188679248,15.145660377358485,63.96630727762803,9.928571428571429,5.452830188679245,5.0,3.352564504305725,26.5,22.0,13.536986370680884,2.1671159029649596,2.0,1.2839868146539968,371.0,171.0,0.4609164420485175,2059.0,14.0,183.0,0.8820638820638821,5.058968058968059,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09962947715109098,0.0683408810209963,0.0,0.0,0.0,0.0,0.03128859613009469,0.03581720872787155,0.02099629477151091,2.8703248807969493,0.4825524236796159,0.46231416740243025,0.03909593612507352,0.5807356971960801,0.5196449253708124
/home/ubuntu/Analisis_Datos/data/healthlit_data_sources/Cochrane/test/pls/10.1002-14651858.CD006715.pub3-pls.txt_accumulated_section9.txt,Cochrane,PLS,1964,1179,0.116751269035533,0.17766497461928935,0.025380710659898477,0.030456852791878174,0.030456852791878174,0.12690355329949238,0.0,0.27918781725888325,0.01015228426395939,0.0,0.03553299492385787,0.005076142131979695,0.08629441624365482,0.01015228426395939,0.0,0.06598984771573604,0.0,7.758605425345851,2341.636739917702,11.886480913287828,-13.474999999999966,24.082222222222224,24.50423929779172,29.955555555555556,22.291833333333336,15.489111111111104,77.66666666666667,15.0,5.461111111111111,5.0,3.3122061947504435,36.0,33.0,14.656056768449009,2.172222222222222,2.0,1.2102825912229276,180.0,101.0,0.5611111111111111,1000.0,5.0,90.0,0.8984771573604061,5.0761421319796955,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021204410517387615,0.0,0.0,3.198229643960221,0.2419866922223455,0.42834283677833207,0.03839446772375024,0.4724866822361946,0.5432447666923205
/home/ubuntu/Analisis_Datos/data/healthlit_data_sources/Cochrane/test/pls/10.1002-14651858.CD011094.pub4-pls.txt_accumulated_section8.txt,Cochrane,PLS,1809,1137,0.11052631578947368,0.11578947368421053,0.005263157894736842,0.021052631578947368,0.042105263157894736,0.14210526315789473,0.0,0.24210526315789474,0.005263157894736842,0.0,0.010526315789473684,0.07894736842105263,0.15789473684210525,0.010526315789473684,0.0,0.05789473684210526,0.0,6.700734604303862,813.0028412416343,4.278962322324391,-22.339999999999975,24.325000000000006,23.08286490790648,28.05,22.476750000000003,18.114,74.5,13.6,5.925,5.5,3.7559120064240057,32.0,21.0,23.647410006171924,2.325,2.0,1.5674421839417236,160.0,90.0,0.5625,978.0,5.0,69.0,0.8421052631578947,5.147368421052631,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08619173262972735,0.047493403693931395,0.0,3.128185991223966,0.8217184125119243,0.4920017113688,0.08225495964684985,0.4547591358423233,0.5856621662775675
